('Ankara', 'LOC', 'MISC')
('Lincoln', 'LOC', 'MISC')
('Lincoln', 'LOC', 'MISC')
('Findlay', 'MISC', 'PERSON')
('Findlay', 'MISC', 'PERSON')
('Findlay', 'MISC', 'PERSON')
('Findlay', 'MISC', 'PERSON')
('United', 'MISC', 'LOC')
('United', 'ORG', 'LOC')
('United', 'MISC', 'LOC')
('United', 'MISC', 'LOC')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('25', 'MISC', 'DATETIME')
('25', 'MISC', 'DATETIME')
('25', 'MISC', 'DATETIME')
('February', 'MISC', 'DATETIME')
('February', 'MISC', 'DATETIME')
('February', 'MISC', 'DATETIME')
('1997', 'MISC', 'DATETIME')
('1997', 'MISC', 'DATETIME')
('1997', 'MISC', 'DATETIME')
('30', 'MISC', 'QUANTITY')
('30', 'MISC', 'QUANTITY')
('30', 'MISC', 'QUANTITY')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('general', 'ORG', 'DEM')
('court', 'ORG', 'MISC')
('martial', 'ORG', 'MISC')
('1955', 'MISC', 'DATETIME')
('1955', 'MISC', 'DATETIME')
('army', 'ORG', 'DEM')
('army', 'MISC', 'DEM')
('army', 'MISC', 'DEM')
('common', 'QUANTITY', 'MISC')
('common', 'QUANTITY', 'MISC')
('assault', 'QUANTITY', 'MISC')
('assault', 'QUANTITY', 'MISC')
('1988', 'MISC', 'DATETIME')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Royds', 'PERSON', 'ORG')
('Rdw', 'PERSON', 'ORG')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('social', 'MISC', 'DEM')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('social', 'MISC', 'DEM')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'MISC', 'LOC')
('United', 'MISC', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('law', 'MISC', 'DEM')
('law', 'MISC', 'DEM')
('child', 'MISC', 'DEM')
('benefit', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('Legal', 'ORG', 'DEM')
('Officer', 'ORG', 'DEM')
('three', 'DEM', 'QUANTITY')
('three', 'PERSON', 'QUANTITY')
('widow', 'MISC', 'DEM')
('widow', 'MISC', 'DEM')
('United', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('United', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Warrington', 'LOC', 'MISC')
('Warrington', 'LOC', 'MISC')
('Warrington', 'LOC', 'MISC')
('Warrington', 'LOC', 'MISC')
('Warrington', 'LOC', 'MISC')
('Warrington', 'LOC', 'MISC')
('Warrington', 'LOC', 'MISC')
('Warrington', 'LOC', 'MISC')
('two', 'DEM', 'QUANTITY')
('one', 'DEM', 'QUANTITY')
('adopted', 'MISC', 'DEM')
('Department', 'DEM', 'ORG')
('of', 'DEM', 'ORG')
('Social', 'DEM', 'ORG')
('Security', 'DEM', 'ORG')
('Member', 'ORG', 'DEM')
('Member', 'ORG', 'DEM')
('Member', 'ORG', 'DEM')
('Member', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('Parliament', 'ORG', 'DEM')
('Parliament', 'ORG', 'DEM')
('Parliament', 'ORG', 'DEM')
('Parliament', 'ORG', 'DEM')
('Parliament', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('social', 'MISC', 'DEM')
('social', 'MISC', 'DEM')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('two', 'DEM', 'QUANTITY')
('two', 'DEM', 'QUANTITY')
('two', 'DEM', 'QUANTITY')
('widow', 'MISC', 'DEM')
('widow', 'MISC', 'DEM')
('widow', 'MISC', 'DEM')
('1988', 'MISC', 'DATETIME')
('1988', 'MISC', 'DATETIME')
('1988', 'MISC', 'DATETIME')
('social', 'MISC', 'DEM')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('United', 'MISC', 'LOC')
('United', 'MISC', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('law', 'MISC', 'DEM')
('law', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('social', 'MISC', 'DEM')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('Gosport', 'LOC', 'MISC')
('Gosport', 'LOC', 'MISC')
('Gosport', 'LOC', 'MISC')
('Gosport', 'LOC', 'MISC')
('Gosport', 'LOC', 'MISC')
('Gosport', 'LOC', 'MISC')
('Gosport', 'LOC', 'MISC')
('Gosport', 'LOC', 'MISC')
('Gosport', 'LOC', 'MISC')
('Gosport', 'LOC', 'MISC')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'MISC', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'MISC', 'LOC')
('law', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'MISC', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'MISC', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Blackpool', 'LOC', 'MISC')
('Blackpool', 'LOC', 'MISC')
('Blackpool', 'LOC', 'MISC')
('Blackpool', 'LOC', 'MISC')
('Blackpool', 'LOC', 'MISC')
('Blackpool', 'LOC', 'MISC')
('Blackpool', 'LOC', 'MISC')
('Blackpool', 'LOC', 'MISC')
('Blackpool', 'LOC', 'MISC')
('Blackpool', 'LOC', 'MISC')
('United', 'MISC', 'ORG')
('United', 'MISC', 'ORG')
('United', 'MISC', 'ORG')
('Kingdom', 'MISC', 'ORG')
('Kingdom', 'MISC', 'ORG')
('Kingdom', 'MISC', 'ORG')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Italy', 'LOC', 'ORG')
('Italy', 'LOC', 'ORG')
('Italy', 'LOC', 'ORG')
('Italy', 'LOC', 'ORG')
('Italy', 'LOC', 'ORG')
('Italy', 'LOC', 'ORG')
('Italy', 'LOC', 'ORG')
('Italy', 'LOC', 'ORG')
('Italy', 'LOC', 'ORG')
('Italy', 'LOC', 'ORG')
('wife', 'MISC', 'DEM')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('one', 'DEM', 'QUANTITY')
('one', 'DEM', 'QUANTITY')
('child', 'QUANTITY', 'DEM')
('child', 'QUANTITY', 'DEM')
('1992', 'MISC', 'DATETIME')
('1992', 'MISC', 'DATETIME')
('1992', 'MISC', 'DATETIME')
('1992', 'MISC', 'DATETIME')
('1992', 'MISC', 'DATETIME')
('1992', 'MISC', 'DATETIME')
('child', 'MISC', 'DEM')
('benefit', 'MISC', 'DEM')
('Swedish', 'ORG', 'DEM')
('Swedish', 'ORG', 'DEM')
('Swedish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('three', 'DEM', 'QUANTITY')
('eighteen', 'DEM', 'DATETIME')
('sixteen', 'DEM', 'DATETIME')
('eight', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('Arabic', 'MISC', 'DEM')
('Farsi', 'MISC', 'DEM')
('Svea', 'ORG', 'LOC')
('Svea', 'ORG', 'LOC')
('Svea', 'ORG', 'LOC')
('hovrätt', 'ORG', 'LOC')
('hovrätt', 'ORG', 'LOC')
('hovrätt', 'ORG', 'LOC')
('three', 'DEM', 'QUANTITY')
('Kingdom', 'LOC', 'ORG')
('of', 'LOC', 'ORG')
('Denmark', 'LOC', 'ORG')
('Danish', 'ORG', 'DEM')
('Danish', 'ORG', 'DEM')
('Danish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('1958', 'DEM', 'DATETIME')
('fraud', 'MISC', 'DEM')
('private', 'MISC', 'DEM')
('Københavns', 'ORG', 'LOC')
('Københavns', 'ORG', 'LOC')
('Københavns', 'ORG', 'LOC')
('Byret', 'ORG', 'LOC')
('Byret', 'ORG', 'LOC')
('Byret', 'ORG', 'LOC')
('five', 'MISC', 'QUANTITY')
('accused', 'MISC', 'DEM')
('Sweden', 'LOC', 'ORG')
('Sweden', 'LOC', 'ORG')
('Sweden', 'LOC', 'ORG')
('Denmark', 'LOC', 'ORG')
('Denmark', 'LOC', 'ORG')
('Denmark', 'LOC', 'ORG')
('five', 'MISC', 'QUANTITY')
('accused', 'MISC', 'DEM')
('five', 'MISC', 'QUANTITY')
('accused', 'MISC', 'DEM')
('1', 'CODE', 'QUANTITY')
('330', 'CODE', 'QUANTITY')
('DKK', 'PERSON', 'QUANTITY')
('3', 'PERSON', 'QUANTITY')
('600', 'PERSON', 'QUANTITY')
('000', 'PERSON', 'QUANTITY')
('five', 'MISC', 'QUANTITY')
('accused', 'MISC', 'DEM')
('five', 'MISC', 'QUANTITY')
('accused', 'MISC', 'DEM')
('about', 'CODE', 'QUANTITY')
('90', 'CODE', 'QUANTITY')
('defendant', 'MISC', 'DEM')
('defendant', 'MISC', 'DEM')
('defendant', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Human', 'ORG', 'LOC')
('Rights', 'ORG', 'LOC')
('Building', 'ORG', 'LOC')
('Strasbourg', 'ORG', 'LOC')
('Lord', 'ORG', 'DEM')
('Lord', 'ORG', 'DEM')
('Chancellor', 'ORG', 'DEM')
('Chancellor', 'ORG', 'DEM')
('Lord', 'ORG', 'DEM')
('Lord', 'ORG', 'DEM')
('Chancellor', 'ORG', 'DEM')
('Chancellor', 'ORG', 'DEM')
('girl', 'MISC', 'DEM')
('two', 'MISC', 'QUANTITY')
('two', 'MISC', 'QUANTITY')
('one', 'MISC', 'QUANTITY')
('one', 'MISC', 'QUANTITY')
('Her', 'ORG', 'LOC')
('Her', 'ORG', 'LOC')
('Majesty', 'ORG', 'LOC')
('Majesty', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Prison', 'MISC', 'LOC')
('Long', 'ORG', 'LOC')
('Long', 'MISC', 'LOC')
('Long', 'ORG', 'LOC')
('Lartin', 'ORG', 'LOC')
('Lartin', 'MISC', 'LOC')
('Lartin', 'ORG', 'LOC')
('fifteen', 'DEM', 'DATETIME')
('fifteen', 'DEM', 'DATETIME')
('fifteen', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('Norwich', 'LOC', 'ORG')
('Crown', 'LOC', 'ORG')
('Court', 'LOC', 'ORG')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('Social', 'ORG', 'DEM')
('Social', 'ORG', 'DEM')
('Social', 'ORG', 'DEM')
('Social', 'ORG', 'DEM')
('Social', 'ORG', 'DEM')
('Social', 'ORG', 'DEM')
('Social', 'PERSON', 'DEM')
('Social', 'ORG', 'DEM')
('Security', 'ORG', 'DEM')
('Security', 'ORG', 'DEM')
('Security', 'ORG', 'DEM')
('Security', 'ORG', 'DEM')
('Security', 'ORG', 'DEM')
('Security', 'ORG', 'DEM')
('Security', 'PERSON', 'DEM')
('Security', 'ORG', 'DEM')
('Commissioner', 'ORG', 'DEM')
('Commissioner', 'ORG', 'DEM')
('Commissioner', 'ORG', 'DEM')
('Commissioner', 'ORG', 'DEM')
('Commissioner', 'ORG', 'DEM')
('Commissioner', 'ORG', 'DEM')
('Commissioner', 'PERSON', 'DEM')
('Commissioner', 'ORG', 'DEM')
('United', 'MISC', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'MISC', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'MISC', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'MISC', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('law', 'MISC', 'DEM')
('law', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('Somalia', 'LOC', 'ORG')
('Somalia', 'LOC', 'ORG')
('Somalia', 'LOC', 'ORG')
('Somalia', 'LOC', 'ORG')
('Fourth', 'ORG', 'QUANTITY')
('Government', 'ORG', 'MISC')
('Somalia', 'MISC', 'LOC')
('Somalia', 'ORG', 'LOC')
('Somalia', 'MISC', 'LOC')
('Somalia', 'MISC', 'LOC')
('Somalia', 'MISC', 'LOC')
('Somalia', 'ORG', 'LOC')
('Somalia', 'ORG', 'LOC')
('Somalia', 'MISC', 'LOC')
('Somalia', 'MISC', 'LOC')
('Somalia', 'MISC', 'LOC')
('Somalia', 'ORG', 'LOC')
('Somalia', 'MISC', 'LOC')
('Secretary', 'MISC', 'DEM')
('Secretary', 'MISC', 'DEM')
('of', 'MISC', 'DEM')
('of', 'MISC', 'DEM')
('State', 'MISC', 'DEM')
('State', 'MISC', 'DEM')
('Home', 'MISC', 'ORG')
('Home', 'MISC', 'ORG')
('Department', 'MISC', 'ORG')
('Department', 'MISC', 'ORG')
('1987', 'DEM', 'DATETIME')
('West', 'LOC', 'MISC')
('West', 'LOC', 'MISC')
('West', 'LOC', 'MISC')
('Drayton', 'LOC', 'MISC')
('Drayton', 'LOC', 'MISC')
('Drayton', 'LOC', 'MISC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Reer', 'DEM', 'ORG')
('Reer', 'DEM', 'ORG')
('Reer', 'DEM', 'ORG')
('Hamar', 'DEM', 'ORG')
('Hamar', 'DEM', 'ORG')
('Hamar', 'DEM', 'ORG')
('clan', 'DEM', 'MISC')
('Hawiye', 'ORG', 'DEM')
('Hawiye', 'ORG', 'DEM')
('militia', 'ORG', 'DEM')
('Somalia', 'ORG', 'LOC')
('Somalia', 'ORG', 'LOC')
('Somalia', 'ORG', 'LOC')
('19', 'DEM', 'DATETIME')
('19', 'DEM', 'DATETIME')
('19', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('health', 'DEM', 'MISC')
('single', 'DEM', 'MISC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Somalia', 'ORG', 'LOC')
('Somalia', 'LOC', 'ORG')
('Somalia', 'LOC', 'ORG')
('1969', 'DEM', 'DATETIME')
('Somaliland', 'LOC', 'MISC')
('Somaliland', 'ORG', 'MISC')
('Somaliland', 'LOC', 'MISC')
('two', 'DEM', 'DATETIME')
('two', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('north', 'LOC', 'MISC')
('Barré', 'ORG', 'PERSON')
('Barré', 'DEM', 'PERSON')
('Barré', 'ORG', 'PERSON')
('Somali', 'ORG', 'DEM')
('Somali', 'ORG', 'DEM')
('Somali', 'ORG', 'DEM')
('Embassy', 'ORG', 'MISC')
('Embassy', 'ORG', 'MISC')
('Embassy', 'ORG', 'MISC')
('London', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Somali', 'ORG', 'DEM')
('army', 'ORG', 'DEM')
('Somalia', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Somalia', 'LOC', 'ORG')
('Somalia', 'LOC', 'ORG')
('Isaaq', 'DEM', 'ORG')
('Isaaq', 'DEM', 'ORG')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Somalia', 'LOC', 'ORG')
('Somalia', 'LOC', 'ORG')
('Somalia', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
