Unnamed: 0,semantic_type,span_text,offsets,doc_id,probability,label,tokens,no_tokens,no_subtokens
7608,MISC,Olympic Trials,"(229, 243)",kristen-heiss,"[-2.8950011183067557, -6.730177798618749]",NO_MASK,"['Olympic', 'Trials']",2,0
7609,MISC,finalist,"(244, 252)",kristen-heiss,[-4.718722885511137],NO_MASK,['finalist'],1,0
7610,ORG,US National Team Member,"(254, 277)",kristen-heiss,"[-4.720498912118414, -4.407336039991175, -4.2433605848342895, -3.9584170404821144]",NO_MASK,"['US', 'National', 'Team', 'Member']",4,0
7611,DATETIME,2008,"(279, 283)",kristen-heiss,[-2.5895143088569674],MASK,['2008'],1,0
7612,DATETIME,2010,"(284, 288)",kristen-heiss,[-1.8389492292066678],MASK,['2010'],1,0
7613,MISC,200 freestyle,"(303, 316)",kristen-heiss,"[-4.275889373401879, -3.3307494573442025]",NO_MASK,"['200', 'freestyle']",2,0
7614,MISC,2008 U.S. Open,"(324, 338)",kristen-heiss,"[-1.9023462020636728, -3.9073110688798507, -2.3207681978761356, -3.8626438253973787, -2.41892004291284, -2.8757381546702687]",MASK,"['2008', 'U', '.', 'S', '.', 'Open']",6,0
7615,PERSON,Acer Gary Nethercott,"(0, 20)",acer-nethercott,"[-5.125940724503553, -2.8653498567307634, -5.778030224109983, -5.329803769603345, -5.4484431291606334, -7.384872868295085]",MASK,"['Ace', '##r', 'Gary', 'Net', '##her', '##cott']",3,3
7616,DATETIME,28 November 1977,"(22, 38)",acer-nethercott,"[-4.101689239949166, -5.0867088270142515, -4.773176730040109]",MASK,"['28', 'November', '1977']",3,0
7617,DATETIME,26 January 2013,"(41, 56)",acer-nethercott,"[-4.540869996690095, -5.285623784453908, -4.454874662827208]",MASK,"['26', 'January', '2013']",3,0
7618,DEM,British,"(64, 71)",acer-nethercott,[-4.06928240138133],NO_MASK,['British'],1,0
7619,DEM,coxswain,"(72, 80)",acer-nethercott,"[-3.7658071225718976, -3.95570717177133, -3.2514995588651354, -5.9296504690827945]",NO_MASK,"['co', '##x', '##s', '##wain']",1,3
7620,DEM,Olympic silver medallist,"(82, 106)",acer-nethercott,"[-5.731210024905194, -5.6135252151742225, -6.74362525681742, -5.901851344018002]",MASK,"['Olympic', 'silver', 'medal', '##list']",3,1
7621,DEM,double Boat Race winner,"(111, 134)",acer-nethercott,"[-4.609936733877333, -6.233455988227488, -5.299390663221226, -3.583392459337144]",NO_MASK,"['double', 'Boat', 'Race', 'winner']",4,0
7622,PERSON,Ihor Podolchak,"(0, 14)",ihor-podolchak,"[-2.9323937213147064, -5.514502629945081, -4.682609423240788, -5.4332907205307155, -4.406924252906714, -5.658042547172499, -4.357656210605077]",MASK,"['I', '##hor', 'Po', '##do', '##l', '##cha', '##k']",2,5
7623,DEM,Ukrainian,"(16, 25)",ihor-podolchak,[-3.2311100925624388],NO_MASK,['Ukrainian'],1,0
7624,PERSON,Ігор Подольчак,"(27, 41)",ihor-podolchak,"[-5.802906835702027, -4.959732114158076, -5.2708730398353, -4.418915161338862, -5.554758153961936, -4.9932643604762585, -5.7522760900956165, -5.1032514642328435, -5.400603272088044, -5.853901597622354, -6.365999239020528, -6.085371512389083, -6.083619294682898]",MASK,"['І', '##г', '##о', '##р', 'П', '##о', '##д', '##о', '##л', '##ь', '##ч', '##а', '##к']",2,11
7625,DEM,Polish,"(43, 49)",ihor-podolchak,[-3.115052811133689],MASK,['Polish'],1,0
7626,PERSON,Ihor Podolczak,"(51, 65)",ihor-podolchak,"[-3.550736790574258, -6.192257969165607, -5.595960490480227, -5.371011047984518, -3.77054416582476, -5.758938756310278, -5.670325222123195]",MASK,"['I', '##hor', 'Po', '##do', '##l', '##cz', '##ak']",2,5
7627,DATETIME,"April 9, 1962","(73, 86)",ihor-podolchak,"[-4.23757992196464, -4.817967137958991, -2.978546111079105, -1.6005214627139144]",MASK,"['April', '9', ',', '1962']",4,0
7628,DEM,Ukrainian,"(93, 102)",ihor-podolchak,[-3.8600782244008562],NO_MASK,['Ukrainian'],1,0
7629,DEM,filmmaker,"(103, 112)",ihor-podolchak,[-0.6246283470851538],NO_MASK,['filmmaker'],1,0
7630,DEM,visual artist,"(117, 130)",ihor-podolchak,"[-4.441867937909148, -1.096942624080998]",MASK,"['visual', 'artist']",2,0
7631,DEM,co-founder,"(140, 150)",ihor-podolchak,"[-4.582572007963724, -4.7532443298798945, -1.7145096158027304]",NO_MASK,"['co', '-', 'founder']",3,0
7632,ORG,Masoch Fund,"(179, 190)",ihor-podolchak,"[-3.5749695360911957, -6.567510263410188, -5.178015814135053, -3.8376510125666488]",MASK,"['Ma', '##so', '##ch', 'Fund']",2,2
7633,PERSON,Ihor Podolchak,"(191, 205)",ihor-podolchak,"[-3.0642456494040524, -6.481967000032145, -5.052236905132331, -3.884204665232227, -3.919679192103084, -5.610577891523776, -4.8670668377989035]",MASK,"['I', '##hor', 'Po', '##do', '##l', '##cha', '##k']",2,5
7634,QUANTITY,10,"(230, 232)",ihor-podolchak,[-1.3971123756088408],MASK,['10'],1,0
7635,DEM,Ukrainian,"(248, 257)",ihor-podolchak,[-1.8474986471111794],NO_MASK,['Ukrainian'],1,0
7636,ORG,Forbes Ukraine,"(272, 286)",ihor-podolchak,"[-3.5496701408878897, -3.89995198902265]",MASK,"['Forbes', 'Ukraine']",2,0
7637,DATETIME,2014,"(290, 294)",ihor-podolchak,[-1.8231438201951384],NO_MASK,['2014'],1,0
7638,ORG,Ukrainian Film Academy,"(306, 328)",ihor-podolchak,"[-5.067040363715336, -2.586359394243647, -2.9627268608817783]",MASK,"['Ukrainian', 'Film', 'Academy']",3,0
7639,PERSON,Azrinaz Mazhar binti Hakim Mazhar,"(0, 33)",azrinaz-mazhar-hakim,"[-2.1544600299228174, -4.389441910971288, -5.813597562317195, -4.429095610817009, -4.1403732334974235, -4.608851844727832, -5.416802673401922, -5.14055601209741, -4.796418375733401, -5.675005798182226, -6.797499054065282, -4.558013178064299, -4.384283965356179, -5.309858897479394]",MASK,"['A', '##z', '##rina', '##z', 'Ma', '##z', '##har', 'bin', '##ti', 'Ha', '##kim', 'Ma', '##z', '##har']",5,9
7640,PERSON,Bruneian Pengiran Isteri (Princess Consort) Azrinaz Mazhar,"(43, 101)",azrinaz-mazhar-hakim,"[-5.377157158292441, -4.296475079886731, -5.2222242343784995, -5.949626243522966, -6.753850990947025, -3.983087366556215, -5.777991429032836, -3.853581473761744, -2.697342272439296, -3.4234211220061006, -5.106290404051551, -3.605954257117289, -3.7334015735179995, -4.971315745903695, -5.284377984957645, -4.635674320572693, -4.338609078791655, -4.6262911932875985, -4.990833915347015]",MASK,"['Brunei', '##an', 'Pen', '##gi', '##ran', 'Is', '##ter', '##i', '(', 'Princess', 'Consort', ')', 'A', '##z', '##rina', '##z', 'Ma', '##z', '##har']",9,10
7641,DATETIME,28 September 1979,"(109, 126)",azrinaz-mazhar-hakim,"[-4.310725056273235, -3.834276550007321, -2.121939344526388]",MASK,"['28', 'September', '1979']",3,0
7642,DEM,Malaysian,"(135, 144)",azrinaz-mazhar-hakim,[-3.7391616321864545],MASK,['Malaysian'],1,0
7643,QUANTITY,third,"(169, 174)",azrinaz-mazhar-hakim,[-3.6437001446380854],MASK,['third'],1,0
7644,MISC,wife,"(175, 179)",azrinaz-mazhar-hakim,[-1.2665427917869572],NO_MASK,['wife'],1,0
7645,PERSON,Sultan Hassanal Bolkiah,"(183, 206)",azrinaz-mazhar-hakim,"[-5.273932839849859, -5.5829970185435, -4.573042031704347, -5.078085394221467, -6.185629794183359, -6.4753778243916065]",MASK,"['Sultan', 'Hassan', '##al', 'Bo', '##lk', '##iah']",3,3
7646,ORG,Sultan of Brunei,"(212, 228)",azrinaz-mazhar-hakim,"[-4.209718545378011, -1.9197149445888404, -5.458871278239304]",MASK,"['Sultan', 'of', 'Brunei']",3,0
7647,QUANTITY,second,"(241, 247)",azrinaz-mazhar-hakim,[-2.8465331814166888],MASK,['second'],1,0
7648,MISC,child,"(248, 253)",azrinaz-mazhar-hakim,[-1.7432134448090475],NO_MASK,['child'],1,0
7649,PERSON,Hakim Mazhar Mohd Johar,"(257, 280)",azrinaz-mazhar-hakim,"[-5.316347670155501, -6.620483336108324, -4.583373105374669, -4.652074727346623, -5.516606369269138, -4.604244369632373, -4.3289580482682215, -3.230631017889708, -4.7905136198994125, -5.445824761133204]",MASK,"['Ha', '##kim', 'Ma', '##z', '##har', 'Mo', '##h', '##d', 'Jo', '##har']",4,6
7650,PERSON,Fauziah Abdullah Mansoor,"(285, 309)",azrinaz-mazhar-hakim,"[-4.750843911621237, -6.71906413509683, -6.6576762380132894, -4.870652861650053, -5.739742613891209, -5.782959971004356, -6.765208727162441]",MASK,"['F', '##au', '##zia', '##h', 'Abdullah', 'Mans', '##oor']",3,4
7651,PERSON,Miljan Begović,"(0, 14)",miljan-begovi-,"[-3.6919043913712613, -3.8118176970853805, -4.722224471020107, -4.037247889172187, -5.031963708911119, -4.708762861427222]",MASK,"['Mi', '##l', '##jan', 'Be', '##go', '##vić']",2,4
7652,DATETIME,19 May 1964,"(21, 32)",miljan-begovi-,"[-4.400315328790997, -4.2302699051494725, -1.4898700313864843]",MASK,"['19', 'May', '1964']",3,0
7653,DEM,Croatian,"(39, 47)",miljan-begovi-,[-1.6533669486047804],NO_MASK,['Croatian'],1,0
7654,DEM,figure skater,"(67, 80)",miljan-begovi-,"[-3.8334644065900543, -1.0400457804718832]",MASK,"['figure', 'skater']",2,0
7655,LOC,Yugoslavia,"(97, 107)",miljan-begovi-,[-1.547220845951397],NO_MASK,['Yugoslavia'],1,0
7656,DATETIME,1984,"(115, 119)",miljan-begovi-,[-2.524216556315848],MASK,['1984'],1,0
7657,ORG,Winter Olympics,"(120, 135)",miljan-begovi-,"[-3.3082989011409163, -0.6931135193951286]",MASK,"['Winter', 'Olympics']",2,0
7658,LOC,Sarajevo,"(139, 147)",miljan-begovi-,[-4.23102910916664],MASK,['Sarajevo'],1,0
7659,PERSON,Begović,"(167, 174)",miljan-begovi-,"[-4.895376989968282, -6.3176203079499125, -6.645765610550923]",MASK,"['Be', '##go', '##vić']",1,2
7660,MISC,World Championships,"(201, 220)",miljan-begovi-,"[-2.6355629036121306, -1.969733320071694]",NO_MASK,"['World', 'Championships']",2,0
7661,DATETIME,1983,"(243, 247)",miljan-begovi-,[-3.3626321246641666],MASK,['1983'],1,0
7662,QUANTITY,five,"(253, 257)",miljan-begovi-,[-1.8228867572366165],MASK,['five'],1,0
7663,MISC,European Championships,"(258, 280)",miljan-begovi-,"[-3.288564983768335, -2.0378239225617194]",NO_MASK,"['European', 'Championships']",2,0
7664,DATETIME,1983,"(303, 307)",miljan-begovi-,[-2.883214233948081],MASK,['1983'],1,0
7665,DATETIME,1984,"(312, 316)",miljan-begovi-,[-2.8613522827701234],MASK,['1984'],1,0
7666,MISC,bronze medal,"(328, 340)",miljan-begovi-,"[-0.5381989623630792, -0.42987194531563655]",MASK,"['bronze', 'medal']",2,0
7667,DATETIME,1982,"(348, 352)",miljan-begovi-,[-2.4084709813529774],NO_MASK,['1982'],1,0
7668,MISC,Golden Spin,"(353, 364)",miljan-begovi-,"[-4.648725422715145, -5.817321288355272]",MASK,"['Golden', 'Spin']",2,0
7669,LOC,Zagreb,"(368, 374)",miljan-begovi-,[-2.99882391337206],MASK,['Zagreb'],1,0
7670,PERSON,"Hubert ""Kim"" E. Swan","(0, 20)",kim-swan,"[-4.771974031893123, -3.212215173430775, -4.971422651828349, -2.8868541028899846, -4.07350563752067, -1.0239027301311174, -5.993557716938436]",MASK,"['Hubert', '""', 'Kim', '""', 'E', '.', 'Swan']",7,0
7671,DATETIME,4 October 1957,"(27, 41)",kim-swan,"[-3.187663275405338, -4.390663732317325, -1.6898568814563784]",MASK,"['4', 'October', '1957']",3,0
7672,DEM,Bermudian,"(48, 57)",kim-swan,"[-4.389904286030314, -6.843201810605709, -6.978866287288179, -4.471488539168085]",NO_MASK,"['Be', '##rm', '##udi', '##an']",1,3
7673,DEM,golfer,"(71, 77)",kim-swan,[-2.188942779825506],NO_MASK,['golfer'],1,0
7674,DEM,politician,"(82, 92)",kim-swan,[-0.044906228339247],MASK,['politician'],1,0
7675,ORG,Progressive Labour Party,"(119, 143)",kim-swan,"[-3.943215566059516, -2.9375759557998977, -1.3889009174775562]",MASK,"['Progressive', 'Labour', 'Party']",3,0
7676,ORG,PLP,"(145, 148)",kim-swan,"[-2.8711358376261216, -6.38796713665477]",MASK,"['P', '##LP']",1,1
7677,DATETIME,July 2017,"(153, 162)",kim-swan,"[-4.6008398760927856, -1.3102038621338743]",MASK,"['July', '2017']",2,0
7678,DEM,member of parliament,"(173, 193)",kim-swan,"[-0.829454194736102, -3.291672269792179, -2.000447946553212]",MASK,"['member', 'of', 'parliament']",3,0
7679,DATETIME,2007,"(199, 203)",kim-swan,[-1.9668789034097545],NO_MASK,['2007'],1,0
7680,DATETIME,2012,"(207, 211)",kim-swan,[-1.7796062534515584],NO_MASK,['2012'],1,0
7681,ORG,Opposition of Bermuda,"(240, 261)",kim-swan,"[-0.4291941641527453, -4.13199762399311, -7.494561121133301]",MASK,"['Opposition', 'of', 'Bermuda']",3,0
7682,DATETIME,21 January 2008,"(267, 282)",kim-swan,"[-4.613227242639593, -4.737776526215571, -2.6892571515422206]",MASK,"['21', 'January', '2008']",3,0
7683,DATETIME,16 May 2011,"(289, 300)",kim-swan,"[-4.000812930952593, -3.070055785780619, -1.575754125229783]",MASK,"['16', 'May', '2011']",3,0
7684,ORG,UBP,"(322, 325)",kim-swan,"[-4.0218527273400975, -5.5756294658212475, -4.6293619844932]",MASK,"['U', '##B', '##P']",1,2
7685,DEM,Senator,"(326, 333)",kim-swan,[-1.3742775329820298],MASK,['Senator'],1,0
7686,DATETIME,1998,"(339, 343)",kim-swan,[-3.513158517695843],NO_MASK,['1998'],1,0
7687,DATETIME,2007,"(347, 351)",kim-swan,[-3.164924034621667],NO_MASK,['2007'],1,0
7688,PERSON,Ilse Kubaschewski,"(0, 17)",ilse-kubaschewski,"[-4.701447444956915, -5.455878742355317, -4.480173138439325, -6.962082824655245, -5.749522710922096, -6.401199815107986]",MASK,"['Il', '##se', 'Ku', '##bas', '##che', '##wski']",2,4
7689,DATETIME,1907,"(19, 23)",ilse-kubaschewski,[-3.947922631388274],NO_MASK,['1907'],1,0
7690,DATETIME,2001,"(24, 28)",ilse-kubaschewski,[-3.324912934441363],MASK,['2001'],1,0
7691,DEM,German,"(36, 42)",ilse-kubaschewski,[-0.916215562154693],NO_MASK,['German'],1,0
7692,DEM,film producer,"(43, 56)",ilse-kubaschewski,"[-2.7661932015758013, -0.4721124137192874]",NO_MASK,"['film', 'producer']",2,0
7693,MISC,prominent figures,"(80, 97)",ilse-kubaschewski,"[-3.0184973416427185, -2.634834843493253]",MASK,"['prominent', 'figures']",2,0
7694,DEM,German,"(114, 120)",ilse-kubaschewski,[-1.017516705073655],NO_MASK,['German'],1,0
7695,ORG,Gloria Film,"(177, 188)",ilse-kubaschewski,"[-3.1954604376170623, -1.273523551861722]",MASK,"['Gloria', 'Film']",2,0
7696,DATETIME,1949,"(192, 196)",ilse-kubaschewski,[-3.6011443105217276],MASK,['1949'],1,0
7697,PERSON,Matic Marcius,"(0, 13)",matic-marcius,"[-3.31024379037046, -4.708230760859407, -3.0487170033078086, -5.329970129204581]",MASK,"['Mat', '##ic', 'Marc', '##ius']",2,2
7698,DATETIME,1 February 1997,"(20, 35)",matic-marcius,"[-3.0756679651687864, -4.406603066282241, -1.6793812679702613]",MASK,"['1', 'February', '1997']",3,0
7699,DEM,Slovenian,"(42, 51)",matic-marcius,[-4.756197644010465],MASK,['Slovenian'],1,0
7700,MISC,football winger,"(52, 67)",matic-marcius,"[-2.1691407235264277, -2.246090574572741]",NO_MASK,"['football', 'winger']",2,0
7701,ORG,Krka,"(82, 86)",matic-marcius,"[-3.2233565551579852, -6.219057910297471]",MASK,"['K', '##rka']",1,1
7702,PERSON,Luigi Lucotti,"(0, 13)",luigi-lucotti,"[-3.796366294342137, -3.938945858556853, -5.574115965092207, -3.5668151471777305]",MASK,"['Luigi', 'Luc', '##ott', '##i']",2,2
7703,DATETIME,"December 18, 1893","(15, 32)",luigi-lucotti,"[-4.911243446956562, -4.230558753047765, -1.7571405531407858, -4.971041224388942]",MASK,"['December', '18', ',', '1893']",4,0
7704,LOC,Voghera,"(36, 43)",luigi-lucotti,"[-4.1433883257115784, -5.8251209568952245, -6.292668764871244, -3.347545184015181]",MASK,"['V', '##og', '##her', '##a']",1,3
7705,DATETIME,"December 29, 1980","(46, 63)",luigi-lucotti,"[-5.551862558249978, -4.788930500955222, -1.45187887784523, -4.683921908454885]",MASK,"['December', '29', ',', '1980']",4,0
7706,LOC,Voghera,"(67, 74)",luigi-lucotti,"[-3.877819068976774, -5.7354409597792975, -6.042533337203448, -3.27732834832375]",MASK,"['V', '##og', '##her', '##a']",1,3
7707,DEM,Italian,"(83, 90)",luigi-lucotti,[-1.9737610578411708],MASK,['Italian'],1,0
7708,DEM,road bicycle racer,"(91, 109)",luigi-lucotti,"[-6.19214318015884, -4.428709652185099, -2.6514326778380948]",NO_MASK,"['road', 'bicycle', 'racer']",3,0
7709,QUANTITY,three,"(122, 127)",luigi-lucotti,[-2.6973948108946053],MASK,['three'],1,0
7710,MISC,stages,"(128, 134)",luigi-lucotti,[-2.904323676708432],NO_MASK,['stages'],1,0
7711,MISC,Tour de France,"(142, 156)",luigi-lucotti,"[-4.244246143973667, -3.2828782735664537, -3.3252094985910343]",MASK,"['Tour', 'de', 'France']",3,0
7712,MISC,stage,"(163, 168)",luigi-lucotti,[-2.8818944149343197],NO_MASK,['stage'],1,0
7713,MISC,Giro d'Italia,"(176, 189)",luigi-lucotti,"[-3.833810736523397, -2.944795306755447, -3.22451751267266, -5.220372770222385]",MASK,"['Giro', 'd', ""'"", 'Italia']",4,0
7714,PERSON,Stephen Patrick Larkin,"(0, 22)",steve-larkin,"[-4.471580767797132, -4.756939730641815, -4.228565202683018, -6.9868719731093]",MASK,"['Stephen', 'Patrick', 'La', '##rkin']",3,1
7715,DATETIME,"December 9, 1910","(24, 40)",steve-larkin,"[-4.079167258850555, -3.469154866826264, -1.8446555361909334, -4.608567108076348]",MASK,"['December', '9', ',', '1910']",4,0
7716,DATETIME,"May 2, 1969","(43, 54)",steve-larkin,"[-3.5818167486157315, -4.136558187939911, -1.419934785891383, -3.5541954211762263]",MASK,"['May', '2', ',', '1969']",4,0
7717,ORG,Major League,"(62, 74)",steve-larkin,"[-4.449373044896376, -3.624420633366972]",NO_MASK,"['Major', 'League']",2,0
7718,DEM,Baseball pitcher,"(75, 91)",steve-larkin,"[-1.9993264454969515, -0.542655726859717]",NO_MASK,"['Baseball', 'pitcher']",2,0
7719,PERSON,Larkin,"(93, 99)",steve-larkin,"[-5.212732473406364, -7.412384953992456]",MASK,"['La', '##rkin']",1,1
7720,ORG,Detroit Tigers,"(111, 125)",steve-larkin,"[-2.2070548229313616, -1.5725368236239652]",MASK,"['Detroit', 'Tigers']",2,0
7721,DATETIME,1931,"(142, 146)",steve-larkin,[-2.3714183243137397],MASK,['1931'],1,0
7722,ORG,Evansville,"(172, 182)",steve-larkin,"[-4.4614292589723314, -4.804955989284905]",MASK,"['Evans', '##ville']",1,1
7723,DATETIME,1931,"(196, 200)",steve-larkin,[-3.7407231965083803],MASK,['1931'],1,0
7724,LOC,Raleigh,"(222, 229)",steve-larkin,[-4.641986424253443],NO_MASK,['Raleigh'],1,0
7725,LOC,North Carolina,"(231, 245)",steve-larkin,"[-5.609464818911679, -5.457810736108572]",NO_MASK,"['North', 'Carolina']",2,0
7726,LOC,Wheeling,"(251, 259)",steve-larkin,"[-7.115187350692301, -4.517846196786761]",NO_MASK,"['Wheel', '##ing']",1,1
7727,LOC,West Virginia,"(261, 274)",steve-larkin,"[-5.050970003141245, -4.689204191788555]",NO_MASK,"['West', 'Virginia']",2,0
7728,DATETIME,1932,"(288, 292)",steve-larkin,[-3.768525804576908],MASK,['1932'],1,0
7729,ORG,Tigers,"(319, 325)",steve-larkin,[-1.431545474747214],MASK,['Tigers'],1,0
7730,LOC,Decatur,"(341, 348)",steve-larkin,"[-5.971139506583186, -6.413109896202299, -6.013185268654574]",NO_MASK,"['Dec', '##at', '##ur']",1,2
7731,LOC,Illinois,"(350, 358)",steve-larkin,[-5.9681063383697825],NO_MASK,['Illinois'],1,0
7732,LOC,Moline,"(360, 366)",steve-larkin,"[-6.864925478595564, -7.962723962659038]",NO_MASK,"['Mo', '##line']",1,1
7733,LOC,Illinois,"(368, 376)",steve-larkin,[-6.009856157817814],NO_MASK,['Illinois'],1,0
7734,LOC,Huntington,"(378, 388)",steve-larkin,[-5.660416778462533],NO_MASK,['Huntington'],1,0
7735,LOC,Beaumont,"(394, 402)",steve-larkin,[-6.721901755465248],NO_MASK,['Beaumont'],1,0
7736,DATETIME,1933,"(408, 412)",steve-larkin,[-2.2787179258912276],MASK,['1933'],1,0
7737,QUANTITY,22–7,"(428, 432)",steve-larkin,"[-4.359468041185011, -7.601046789145388, -4.105346552804157]",MASK,"['22', '–', '7']",3,0
7738,ORG,Shreveport Sports,"(448, 465)",steve-larkin,"[-7.189859051905845, -4.920563650938401]",MASK,"['Shreveport', 'Sports']",2,0
7739,ORG,Dixie League,"(473, 485)",steve-larkin,"[-5.7401856829331575, -2.444688854240137]",MASK,"['Dixie', 'League']",2,0
7740,QUANTITY,280,"(496, 499)",steve-larkin,[-4.3075494298102806],MASK,['280'],1,0
7741,QUANTITY,142,"(513, 516)",steve-larkin,[-4.706030963264578],MASK,['142'],1,0
7742,QUANTITY,96,"(532, 534)",steve-larkin,[-5.884827502995192],MASK,['96'],1,0
7743,ORG,Dixie League,"(554, 566)",steve-larkin,"[-6.42622497546819, -2.6043176958449132]",MASK,"['Dixie', 'League']",2,0
7744,DATETIME,1933,"(609, 613)",steve-larkin,[-3.70457569233518],MASK,['1933'],1,0
7745,LOC,Shreveport,"(653, 663)",steve-larkin,[-5.637355298308773],MASK,['Shreveport'],1,0
7746,PERSON,Larkin,"(665, 671)",steve-larkin,"[-4.755651383550048, -7.055551693466496]",MASK,"['La', '##rkin']",1,1
7747,ORG,Tigers,"(691, 697)",steve-larkin,[-1.8956907385420578],MASK,['Tigers'],1,0
7748,LOC,Lakeland,"(714, 722)",steve-larkin,"[-5.095593933508582, -6.278914199514601]",NO_MASK,"['Lake', '##land']",1,1
7749,LOC,Florida,"(724, 731)",steve-larkin,[-4.034641783527934],NO_MASK,['Florida'],1,0
7750,DATETIME,1934,"(736, 740)",steve-larkin,[-3.881168222717046],MASK,['1934'],1,0
7751,QUANTITY,two,"(756, 759)",steve-larkin,[-1.347518895736606],MASK,['two'],1,0
7752,DATETIME,1934,"(774, 778)",steve-larkin,[-5.744375204914594],NO_MASK,['1934'],1,0
7753,ORG,Detroit Tigers,"(779, 793)",steve-larkin,"[-4.455204826229949, -2.1780243422049903]",MASK,"['Detroit', 'Tigers']",2,0
7754,QUANTITY,6,"(807, 808)",steve-larkin,[-1.3612182236195334],MASK,['6'],1,0
7755,QUANTITY,one,"(834, 837)",steve-larkin,[-0.19021581050460717],MASK,['one'],1,0
7756,QUANTITY,1.50,"(878, 882)",steve-larkin,"[-1.655542033750137, -3.7008372636180127, -2.2447616117459437]",MASK,"['1', '.', '50']",3,0
7757,ORG,Tigers,"(892, 898)",steve-larkin,[-2.2947104041247637],MASK,['Tigers'],1,0
7758,PERSON,Larkin,"(932, 938)",steve-larkin,"[-4.142791049413294, -6.337909174056973]",MASK,"['La', '##rkin']",1,1
7759,LOC,Beaumont,"(951, 959)",steve-larkin,[-4.647079176237208],NO_MASK,['Beaumont'],1,0
7760,DATETIME,June 1934,"(963, 972)",steve-larkin,"[-2.9288309309247387, -2.9873704403449364]",MASK,"['June', '1934']",2,0
7761,DATETIME,November 1934,"(978, 991)",steve-larkin,"[-2.594847679760743, -2.237813619780296]",MASK,"['November', '1934']",2,0
7762,ORG,Sporting News,"(997, 1010)",steve-larkin,"[-2.460841900209599, -1.9245666684546514]",NO_MASK,"['Sporting', 'News']",2,0
7763,PERSON,Larkin,"(1020, 1026)",steve-larkin,"[-4.45359638237193, -6.535004643890451]",MASK,"['La', '##rkin']",1,1
7764,DATETIME,35,"(1073, 1075)",steve-larkin,[-2.5754236848224545],MASK,['35'],1,0
7765,ORG,Sporting News,"(1083, 1096)",steve-larkin,"[-3.2784577569702344, -1.5343854065987401]",NO_MASK,"['Sporting', 'News']",2,0
7766,PERSON,Larkin,"(1105, 1111)",steve-larkin,"[-5.010274242927275, -6.816699257944988]",MASK,"['La', '##rkin']",1,1
7767,LOC,Detroit,"(1218, 1225)",steve-larkin,[-4.49599442857549],MASK,['Detroit'],1,0
7768,PERSON,Steve Larkin,"(1250, 1262)",steve-larkin,"[-5.172191591224439, -5.785181608878881, -7.5623249491414555]",MASK,"['Steve', 'La', '##rkin']",2,1
7769,QUANTITY,200,"(1281, 1284)",steve-larkin,[-2.700126278454521],MASK,['200'],1,0
7770,QUANTITY,inch above six feet,"(1306, 1325)",steve-larkin,"[-0.7046406482429569, -3.183547112599839, -3.3239353606683566, -2.2427805895608843]",MASK,"['inch', 'above', 'six', 'feet']",4,0
7771,PERSON,Larkin,"(1441, 1447)",steve-larkin,"[-4.857443475439088, -6.8556015913495205]",MASK,"['La', '##rkin']",1,1
7772,ORG,Tigers,"(1465, 1471)",steve-larkin,[-1.5258386053076545],MASK,['Tigers'],1,0
7773,DATETIME,1935,"(1483, 1487)",steve-larkin,[-3.5738864368577223],MASK,['1935'],1,0
7774,QUANTITY,two,"(1496, 1499)",steve-larkin,[-0.30542178188184027],MASK,['two'],1,0
7775,LOC,Detroit,"(1514, 1521)",steve-larkin,[-1.7546545775914326],MASK,['Detroit'],1,0
7776,LOC,Beaumont,"(1548, 1556)",steve-larkin,[-4.82866327487588],MASK,['Beaumont'],1,0
7777,LOC,Milwaukee,"(1561, 1570)",steve-larkin,[-4.74884870829159],MASK,['Milwaukee'],1,0
7778,PERSON,Larkin,"(1572, 1578)",steve-larkin,"[-4.8214819677860845, -7.083378766729539]",MASK,"['La', '##rkin']",1,1
7779,ORG,Tigers,"(1599, 1605)",steve-larkin,[-1.6878418075091948],MASK,['Tigers'],1,0
7780,DATETIME,December 1936,"(1623, 1636)",steve-larkin,"[-3.1372540461281666, -3.878117490824923]",MASK,"['December', '1936']",2,0
7781,PERSON,Larkin,"(1639, 1645)",steve-larkin,"[-4.9304177563114635, -6.617601231629401]",MASK,"['La', '##rkin']",1,1
7782,MISC,baseball career,"(1660, 1675)",steve-larkin,"[-3.171869671641882, -0.02487718316850301]",NO_MASK,"['baseball', 'career']",2,0
7783,DATETIME,1938,"(1679, 1683)",steve-larkin,[-4.108506615973089],MASK,['1938'],1,0
7784,LOC,Portland,"(1697, 1705)",steve-larkin,[-4.529656631299757],NO_MASK,['Portland'],1,0
7785,LOC,Fort Worth,"(1710, 1720)",steve-larkin,"[-5.939288291285536, -6.357956240215175]",NO_MASK,"['Fort', 'Worth']",2,0
7786,PERSON,William Charles Sleeth,"(0, 22)",billy-sleeth,"[-3.2168875529974663, -3.46323679950734, -3.3448196702470994, -5.952785346847149, -4.601901498626557]",MASK,"['William', 'Charles', 'S', '##lee', '##th']",3,2
7787,DATETIME,"October 23, 1979","(29, 45)",billy-sleeth,"[-3.729295357109732, -4.494827755868968, -3.393237057515926, -2.1225592109252864]",MASK,"['October', '23', ',', '1979']",4,0
7788,DEM,American,"(59, 67)",billy-sleeth,[-3.5672350480665367],MASK,['American'],1,0
7789,DEM,soccer player,"(68, 81)",billy-sleeth,"[-3.5632805279437787, -1.5548088245293978]",NO_MASK,"['soccer', 'player']",2,0
